dic-76;0;0;4,13;2255453700,00;25100000381,47;157846000000,00;200900000000,00;#N/D;180034000000,00;8,50;12,91;69,40;85,71;103,20;1970,19;1700,23;30,86;30,67;1048830000000,00;44,50;64,60;4,67;4,82;#N/D;#N/D;#N/D;2,36;#N/D;;;;;;;;;;;;;;;;;;;;
ene-77;0;0;4,27;2242902400,00;24360000610,35;168334000000,00;205932000000,00;#N/D;189651000000,00;8,50;12,91;70,10;84,02;97,40;1685,44;1462,71;31,01;31,25;1047477923076,92;44,80;65,20;4,65;4,70;#N/D;#N/D;#N/D;2,42;#N/D;;;;;;;;;;;;;;;;;;;;
feb-77;0;0;4,23;2251314700,00;24139999389,65;163948000000,00;201943000000,00;#N/D;185175000000,00;8,50;12,91;71,00;84,02;104,90;1661,33;1559,90;31,46;31,97;1046190230769,23;45,30;65,40;4,69;4,64;#N/D;#N/D;#N/D;2,39;#N/D;;;;;;;;;;;;;;;;;;;;
mar-77;0;0;4,20;2384492900,00;26520000457,76;169568000000,00;207746000000,00;#N/D;190482000000,00;8,50;12,91;71,60;83,17;106,80;1984,52;1795,24;31,46;32,40;1044709384615,38;45,50;65,70;4,70;4,70;#N/D;#N/D;#N/D;2,39;#N/D;;;;;;;;;;;;;;;;;;;;
abr-77;0;0;4,33;2685851700,00;27100000381,47;167704000000,00;208435000000,00;#N/D;189083000000,00;8,50;12,91;72,50;82,32;105,20;1639,44;1547,59;31,62;33,12;1043357307692,30;45,90;65,90;4,72;4,57;#N/D;#N/D;#N/D;2,36;#N/D;;;;;;;;;;;;;;;;;;;;
may-77;0;0;4,37;3080842800,00;24299999237,06;165075000000,00;203342000000,00;#N/D;186025000000,00;8,50;12,91;73,40;82,32;104,30;1733,29;1650,60;31,77;33,12;1041940846153,84;46,10;66,10;5,35;4,43;#N/D;#N/D;#N/D;2,36;#N/D;;;;;;;;;;;;;;;;;;;;
jun-77;0;0;4,40;2987865300,00;24739999771,12;160785000000,00;202004000000,00;#N/D;182311000000,00;8,50;12,91;75,00;81,47;95,10;1708,92;1745,04;31,77;33,12;1040524384615,38;46,50;66,40;5,40;4,24;#N/D;#N/D;#N/D;2,34;#N/D;;;;;;;;;;;;;;;;;;;;
jul-77;0;0;4,35;2595094700,00;24420000076,29;166238000000,00;211905000000,00;#N/D;187641000000,00;8,50;12,91;75,70;81,47;92,40;1273,79;1165,14;32,07;33,12;1039172307692,30;46,70;66,30;5,41;4,20;#N/D;#N/D;#N/D;2,29;#N/D;;;;;;;;;;;;;;;;;;;;
ago-77;1;0;4,85;2467711500,00;24000000000,00;165539000000,00;212426000000,00;#N/D;186702000000,00;8,50;12,91;75,90;80,62;87,40;1560,23;1248,14;32,22;33,26;1037691461538,46;46,80;66,30;5,90;4,04;#N/D;#N/D;#N/D;2,32;#N/D;;;;;;;;;;;;;;;;;;;;
sept-77;0;0;4,83;3087174400,00;24799999237,06;168361000000,00;214816000000,00;#N/D;190249000000,00;8,50;12,79;76,70;81,47;91,50;1645,25;1557,93;32,67;35,14;1036275000000,00;47,00;66,40;6,15;4,07;#N/D;#N/D;#N/D;2,31;#N/D;;;;;;;;;;;;;;;;;;;;
oct-77;0;0;4,78;3437624400,00;25159999847,41;168388000000,00;217279000000,00;#N/D;190459000000,00;8,50;12,79;77,10;79,77;86,30;1765,70;1684,58;32,52;35,42;1034922923076,92;47,10;66,50;6,47;4,09;#N/D;#N/D;#N/D;2,25;#N/D;;;;;;;;;;;;;;;;;;;;
nov-77;0;0;4,80;3811989300,00;26370000839,23;172620000000,00;222013000000,00;#N/D;195793000000,00;8,50;12,79;77,80;78,08;80,40;1633,26;1710,06;32,67;35,57;1033506461538,46;47,40;66,60;6,49;4,09;#N/D;#N/D;#N/D;2,23;#N/D;;;;;;;;;;;;;;;;;;;;
dic-77;0;0;4,67;3414830300,00;27620000839,23;171965000000,00;223968000000,00;#N/D;196395000000,00;8,50;12,79;78,30;78,93;86,50;1738,73;1879,22;32,67;35,57;1032090000000,00;47,60;66,80;6,57;3,94;8166,00;#N/D;3336,00;2,11;#N/D;;;;;;;;;;;;;;;;;;;;
ene-78;0;0;4,65;3465905900,00;26690000534,06;186922000000,00;229886000000,00;#N/D;210306000000,00;8,50;12,79;79,90;80,62;94,80;1566,94;1552,52;32,98;35,86;1033619846153,84;47,80;67,20;6,74;3,52;8327,67;#N/D;3223,33;2,11;#N/D;;;;;;;;;;;;;;;;;;;;
feb-78;0;0;4,61;3550063200,00;26659999847,41;181437000000,00;226726000000,00;#N/D;204993000000,00;8,00;12,29;80,80;79,77;91,10;1500,92;1640,05;33,28;36,00;1035010615384,61;48,10;67,50;6,80;3,44;8492,53;#N/D;3114,47;2,04;#N/D;;;;;;;;;;;;;;;;;;;;
mar-78;0;0;4,59;3649437600,00;26629999160,77;189967000000,00;235219000000,00;#N/D;213316000000,00;8,00;12,23;80,80;79,77;97,30;1709,60;1796,77;33,28;36,00;1036610000000,00;48,50;67,70;6,80;3,49;8651,00;#N/D;2998,00;2,02;#N/D;;;;;;;;;;;;;;;;;;;;
abr-78;0;0;4,62;3947135000,00;27399999618,53;189162000000,00;237368000000,00;#N/D;213247000000,00;7,50;11,73;81,40;79,77;102,60;1646,82;1898,87;33,58;36,14;1038000769230,76;48,90;67,90;6,86;3,54;8818,67;#N/D;3100,00;2,07;#N/D;;;;;;;;;;;;;;;;;;;;
may-78;0;0;4,65;4081182300,00;26780000686,65;188558000000,00;235531000000,00;#N/D;211725000000,00;7,50;11,73;81,80;78,08;99,00;1624,29;1730,47;33,43;36,14;1039600153846,15;49,40;68,00;7,37;3,60;8989,58;#N/D;3205,47;2,10;#N/D;;;;;;;;;;;;;;;;;;;;
jun-78;0;0;4,58;4183823100,00;27930000305,18;186220000000,00;236544000000,00;#N/D;210619000000,00;7,50;11,73;81,90;78,08;100,50;1650,53;1935,31;33,58;36,14;1041130000000,00;49,90;68,20;7,62;3,61;9154,00;#N/D;3304,00;2,08;#N/D;;;;;;;;;;;;;;;;;;;;
jul-78;0;0;4,51;4214624300,00;27379999160,77;194300000000,00;246543000000,00;#N/D;218166000000,00;7,00;11,23;82,20;78,08;106,90;1262,28;1242,99;33,73;36,00;1042590307692,30;50,30;68,10;7,80;3,72;9359,00;#N/D;3314,33;2,04;#N/D;;;;;;;;;;;;;;;;;;;;
ago-78;0;0;4,44;4251370500,00;27309999465,94;190321000000,00;242817000000,00;#N/D;214360000000,00;7,00;11,23;82,20;80,62;107,90;1779,61;1605,86;34,04;36,00;1044189692307,69;50,50;68,00;8,06;3,64;9568,59;#N/D;3324,70;1,99;#N/D;;;;;;;;;;;;;;;;;;;;
sept-78;0;0;4,40;4208403800,00;28180000305,18;195472000000,00;250646000000,00;#N/D;220158000000,00;7,00;11,16;82,80;82,32;104,40;1760,96;1977,96;34,49;36,29;1045650000000,00;50,90;67,90;8,46;3,67;9769,00;#N/D;3335,00;1,94;#N/D;;;;;;;;;;;;;;;;;;;;
oct-78;0;0;4,08;4022764300,00;28340000152,59;193376000000,00;250207000000,00;#N/D;217997000000,00;7,00;11,16;83,20;82,32;98,30;2319,09;2300,48;34,64;36,43;1047179846153,84;51,30;68,00;8,99;3,90;9763,33;#N/D;3382,67;1,74;#N/D;;;;;;;;;;;;;;;;;;;;
nov-78;0;0;4,42;4148644900,00;29670000076,29;201643000000,00;261092000000,00;#N/D;227687000000,00;7,00;11,16;83,50;82,32;99,80;1995,48;2165,07;34,94;36,86;1048709692307,69;51,60;68,20;9,75;3,80;9757,67;#N/D;3431,01;1,92;#N/D;;;;;;;;;;;;;;;;;;;;
dic-78;0;0;4,30;4123745400,00;31409999847,41;202955000000,00;267705000000,00;#N/D;230539000000,00;7,00;11,16;84,00;82,32;100,50;1944,36;2118,50;35,25;37,30;1050170000000,00;51,80;68,40;10,00;4,04;9752,00;#N/D;3478,00;1,83;#N/D;;;;;;;;;;;;;;;;;;;;
ene-79;0;0;4,37;4008646900,00;30219999313,35;219873000000,00;275630000000,00;#N/D;246225000000,00;7,00;11,16;84,60;81,47;108,90;1881,62;1876,82;35,70;38,02;1053723103448,27;52,30;69,10;10,06;3,85;9680,00;#N/D;3423,00;1,86;#N/D;;;;;;;;;;;;;;;;;;;;
feb-79;0;0;4,36;3902764000,00;30219999313,35;214876000000,00;272393000000,00;#N/D;241475000000,00;7,00;11,16;85,30;82,32;103,40;1864,14;1893,06;36,00;39,17;1056812758620,68;52,90;69,40;10,08;4,13;9608,53;#N/D;3368,87;1,85;#N/D;;;;;;;;;;;;;;;;;;;;
mar-79;0;0;4,37;3807927800,00;30510000228,88;222924000000,00;281776000000,00;#N/D;249526000000,00;7,00;11,15;85,70;82,32;102,90;2302,41;2392,77;36,46;40,18;1060211379310,34;53,40;69,70;10,08;4,42;9536,00;#N/D;3313,00;1,87;#N/D;;;;;;;;;;;;;;;;;;;;
abr-79;0;0;4,40;3937110600,00;30870000839,23;219416000000,00;283691000000,00;#N/D;245997000000,00;7,00;11,15;86,20;84,87;98,00;2108,04;2238,88;37,21;40,90;1063455517241,37;54,00;70,10;10,00;5,50;9590,67;#N/D;3424,67;1,90;#N/D;;;;;;;;;;;;;;;;;;;;
may-79;0;0;4,38;3991193000,00;30500000000,00;218341000000,00;281204000000,00;#N/D;244675000000,00;7,00;11,15;86,70;84,87;99,10;2391,42;2289,01;37,52;41,90;1067008620689,65;54,70;70,30;10,26;5,89;9645,65;#N/D;3540,10;1,91;#N/D;;;;;;;;;;;;;;;;;;;;
jun-79;0;0;4,28;3817236200,00;31569999694,82;212943000000,00;281179000000,00;#N/D;240433000000,00;7,00;11,15;87,10;87,41;96,90;2333,34;2374,47;37,67;43,06;1070252758620,69;55,30;70,70;10,29;6,40;9700,00;#N/D;3648,00;1,85;#N/D;;;;;;;;;;;;;;;;;;;;
jul-79;0;0;4,21;3735316400,00;34419998168,95;220212000000,00;291740000000,00;#N/D;246875000000,00;7,50;11,65;87,70;85,71;98,60;2111,99;1865,39;38,12;43,92;1073651379310,34;55,90;71,10;10,49;6,77;9973,67;#N/D;3671,00;1,84;#N/D;;;;;;;;;;;;;;;;;;;;
ago-79;0;0;4,22;3843841100,00;34599998474,12;216075000000,00;288828000000,00;#N/D;243157000000,00;7,50;11,65;88,90;88,26;97,70;2551,84;1960,38;38,73;44,21;1077204482758,62;56,50;71,20;10,94;7,03;10255,05;#N/D;3694,15;1,83;#N/D;;;;;;;;;;;;;;;;;;;;
sept-79;0;0;4,13;3623369600,00;35020000457,76;223989000000,00;301597000000,00;#N/D;251573000000,00;8,50;13,67;89,30;89,11;96,50;2517,32;2613,22;38,88;44,35;1080294137931,03;57,10;71,40;11,38;7,82;10521,00;#N/D;3717,00;1,74;#N/D;;;;;;;;;;;;;;;;;;;;
oct-79;0;0;4,25;3670885900,00;34759998321,53;221598000000,00;303301000000,00;#N/D;248831000000,00;8,50;13,67;90,20;86,56;96,40;3027,41;2766,70;39,18;44,64;1083847241379,31;57,60;71,60;13,81;8,67;10808,00;#N/D;3742,67;1,81;#N/D;;;;;;;;;;;;;;;;;;;;
nov-79;0;0;4,18;3491007200,00;36200000762,94;227613000000,00;312938000000,00;#N/D;256163000000,00;9,50;13,67;91,50;87,41;98,50;3014,84;2838,48;39,48;45,94;1087245862068,96;58,10;71,90;13,12;9,57;11102,83;#N/D;3768,51;1,73;#N/D;;;;;;;;;;;;;;;;;;;;
dic-79;0;0;4,15;3513926400,00;43130001068,12;239036000000,00;316297000000,00;#N/D;270002000000,00;9,50;13,67;92,20;89,96;100,00;2720,37;2581,94;39,94;46,66;1090490000000,00;58,70;72,20;13,77;9,54;11382,00;#N/D;3794,00;1,73;#N/D;;;;;;;;;;;;;;;;;;;;
ene-80;0;0;4,17;3488888000,00;44470001220,70;247806000000,00;323810000000,00;#N/D;276705000000,00;11,25;14,67;95,30;89,11;105,80;3028,62;2565,56;41,15;47,23;1092087709923,66;59,60;72,50;13,72;8,79;11660,33;#N/D;3920,00;1,74;#N/D;;;;;;;;;;;;;;;;;;;;
feb-80;0;0;4,21;3641822200,00;45569999694,82;241181000000,00;318774000000,00;#N/D;270370000000,00;11,25;14,67;96,80;88,26;105,40;2740,35;2733,70;41,45;48,10;1093546488549,61;60,40;73,40;14,16;8,94;11945,47;#N/D;4050,18;1,77;#N/D;;;;;;;;;;;;;;;;;;;;
mar-80;0;0;4,46;3374621200,00;45270000457,76;251835000000,00;333760000000,00;#N/D;280465000000,00;11,25;15,23;97,20;89,11;104,40;2836,73;2735,08;42,05;48,96;1095005267175,57;61,30;73,80;17,10;9,50;12217,00;#N/D;4172,00;1,94;#N/D;;;;;;;;;;;;;;;;;;;;
abr-80;0;0;4,22;3490500700,00;33610000610,35;245839000000,00;333881000000,00;#N/D;274796000000,00;11,25;15,23;97,90;88,26;105,90;2630,89;2583,98;42,36;49,39;1096533511450,38;62,00;74,10;17,43;10,12;12717,67;#N/D;4476,33;1,80;#N/D;;;;;;;;;;;;;;;;;;;;
may-80;0;0;4,20;3307133900,00;33360000610,35;245877000000,00;331556000000,00;#N/D;274645000000,00;11,25;15,23;98,20;87,90;106,00;2190,33;1679,37;42,51;49,39;1098061755725,19;62,60;74,50;10,96;10,18;13238,85;#N/D;4802,87;1,79;#N/D;;;;;;;;;;;;;;;;;;;;
jun-80;0;0;4,15;3672302100,00;33880001068,12;240032000000,00;330468000000,00;#N/D;269213000000,00;11,25;15,23;98,50;87,41;107,10;3094,23;2887,74;42,51;49,54;1099520534351,14;63,30;74,80;9,42;10,00;13719,00;#N/D;5085,00;1,76;#N/D;;;;;;;;;;;;;;;;;;;;
jul-80;0;0;4,18;3524648000,00;33150001525,88;249232000000,00;341178000000,00;#N/D;277957000000,00;11,25;15,23;99,30;89,11;108,10;2563,90;2378,73;42,96;49,68;1101118244274,80;63,30;74,80;8,99;9,58;14022,33;#N/D;5189,67;1,79;#N/D;;;;;;;;;;;;;;;;;;;;
ago-80;0;0;4,17;3555423800,00;33610000610,35;241620000000,00;335146000000,00;#N/D;271084000000,00;11,25;15,23;99,90;86,56;104,90;2643,59;2152,17;43,11;49,83;1102577022900,76;63,70;74,90;9,48;8,93;14332,37;#N/D;5296,49;1,79;#N/D;;;;;;;;;;;;;;;;;;;;
sept-80;0;0;4,16;3575501500,00;33869998931,88;249549000000,00;345373000000,00;#N/D;278854000000,00;11,25;15,18;102,70;84,87;103,80;3145,90;2844,93;43,41;49,97;1104105267175,57;64,30;74,90;10,85;8,90;14629,00;#N/D;5399,00;1,81;#N/D;;;;;;;;;;;;;;;;;;;;
oct-80;0;0;4,26;3504989200,00;34450000762,94;247713000000,00;350037000000,00;#N/D;277561000000,00;11,25;15,18;104,20;85,71;111,30;3146,95;2904,93;43,41;50,11;1105702977099,23;64,90;75,10;12,78;8,99;14850,67;#N/D;5346,67;1,91;#N/D;;;;;;;;;;;;;;;;;;;;
nov-80;0;0;4,33;3479676500,00;35659999847,41;253630000000,00;358058000000,00;#N/D;284836000000,00;11,25;15,18;104,80;86,56;117,80;2678,99;2643,63;43,57;50,69;1107092290076,33;65,50;75,60;15,79;9,37;15075,69;#N/D;5294,84;1,93;#N/D;;;;;;;;;;;;;;;;;;;;
dic-80;0;0;4,37;3418478400,00;38979999542,24;269341000000,00;358807000000,00;#N/D;302954000000,00;11,25;15,18;105,20;84,02;122,60;2635,93;2701,89;43,72;51,27;1108690000000,00;66,00;76,10;18,96;10,11;15294,00;#N/D;5242,00;1,96;#N/D;;;;;;;;;;;;;;;;;;;;
ene-81;0;0;4,57;2993090500,00;42360000610,35;275377000000,00;366526000000,00;#N/D;307324000000,00;13,25;17,18;107,20;85,71;122,80;2379,96;2209,12;44,47;52,13;1108721187739,46;66,60;76,90;18,86;9,40;15563,00;#N/D;5237,00;2,12;#N/D;;;;;;;;;;;;;;;;;;;;
feb-81;0;0;4,64;3746908800,00;34240001678,47;266115000000,00;359086000000,00;#N/D;297953000000,00;12,75;17,18;109,30;85,71;135,20;2414,78;2384,40;44,78;52,99;1108749540229,88;67,30;77,40;15,88;10,74;15836,73;#N/D;5232,00;2,13;#N/D;;;;;;;;;;;;;;;;;;;;
mar-81;0;0;4,59;4138086200,00;37479999542,24;279415000000,00;369427000000,00;#N/D;310451000000,00;12,75;17,96;109,80;84,87;142,40;2709,20;2888,41;44,93;53,14;1108780727969,34;67,70;78,00;14,70;13,44;16101,00;#N/D;5227,00;2,10;#N/D;;;;;;;;;;;;;;;;;;;;
abr-81;0;0;4,76;4090928300,00;39439998626,71;275412000000,00;371832000000,00;#N/D;307962000000,00;12,75;17,96;110,50;84,02;138,10;2401,44;2638,86;45,38;53,28;1108811915708,81;68,20;78,50;15,82;13,12;15787,67;#N/D;5073,33;2,21;#N/D;;;;;;;;;;;;;;;;;;;;
may-81;0;0;4,94;4131341800,00;38709999084,47;273187000000,00;375521000000,00;#N/D;304911000000,00;12,75;17,96;111,20;83,17;150,40;2196,52;2240,48;45,68;54,00;1108841685823,75;68,70;78,80;18,41;13,06;15480,43;#N/D;4924,18;2,33;#N/D;;;;;;;;;;;;;;;;;;;;
jun-81;0;0;5,09;3814293400,00;38810001373,29;266424000000,00;380278000000,00;#N/D;298226000000,00;12,75;17,96;111,60;83,17;167,20;2283,38;2439,13;45,99;54,29;1108872873563,21;69,30;79,10;19,02;13,05;15161,00;#N/D;4766,00;2,39;#N/D;;;;;;;;;;;;;;;;;;;;
jul-81;0;0;5,23;3632743800,00;38020000457,76;267114000000,00;383313000000,00;#N/D;298546000000,00;12,75;17,96;112,60;84,02;177,30;1871,09;1864,97;46,14;54,72;1108905478927,20;70,10;79,60;19,10;12,92;15541,67;#N/D;4872,00;2,46;#N/D;;;;;;;;;;;;;;;;;;;;
ago-81;0;0;5,21;3574347600,00;38099998474,12;265882000000,00;385303000000,00;#N/D;297402000000,00;12,75;17,96;113,50;84,02;176,70;2254,08;1871,71;46,74;55,15;1108935249042,14;70,60;79,80;18,00;12,87;15931,89;#N/D;4980,36;2,43;#N/D;;;;;;;;;;;;;;;;;;;;
sept-81;1;0;5,60;4049045300,00;38340000152,59;272729000000,00;399554000000,00;#N/D;304386000000,00;12,75;17,73;114,30;83,17;166,20;2337,08;2275,81;47,05;56,45;1108966436781,60;71,40;80,30;15,93;12,48;16303,00;#N/D;5084,00;2,32;#N/D;;;;;;;;;;;;;;;;;;;;
oct-81;0;0;5,56;3758826600,00;39389999389,65;274335000000,00;408486000000,00;#N/D;306737000000,00;11,75;16,73;115,00;83,17;182,50;2574,32;2486,06;48,26;58,32;1108997624521,07;71,50;80,60;15,03;11,72;16358,67;#N/D;4958,33;2,25;#N/D;;;;;;;;;;;;;;;;;;;;
nov-81;0;0;5,43;3577669700,00;40619998931,88;274646000000,00;410336000000,00;#N/D;307978000000,00;11,75;16,73;115,40;84,02;195,90;2561,29;2526,45;48,56;58,47;1109027394636,01;71,70;81,00;13,45;11,05;16414,52;#N/D;4835,77;2,20;#N/D;;;;;;;;;;;;;;;;;;;;
dic-81;0;0;5,57;3601130600,00;43549999237,06;307129000000,00;425518000000,00;#N/D;343235000000,00;11,75;16,73;114,90;83,17;192,30;2622,34;2594,90;48,56;59,19;1109060000000,00;71,90;81,20;12,45;10,74;16470,00;#N/D;4707,00;2,25;#N/D;;;;;;;;;;;;;;;;;;;;
ene-82;0;0;5,65;3388554300,00;41799999237,06;307529000000,00;423046000000,00;#N/D;342354000000,00;11,75;16,73;117,40;82,32;192,00;2243,14;2066,01;50,07;60,19;1110050459770,11;72,20;81,80;13,26;10,43;16505,00;#N/D;4716,33;2,31;#N/D;;;;;;;;;;;;;;;;;;;;
feb-82;0;0;5,79;3477776700,00;41680000305,18;308228000000,00;421309000000,00;#N/D;342873000000,00;11,75;16,73;119,00;82,32;190,30;2180,80;2255,57;50,37;60,34;1110993754789,27;72,40;82,10;14,78;10,22;16540,07;#N/D;4725,69;2,39;#N/D;;;;;;;;;;;;;;;;;;;;
mar-82;0;0;5,95;3412452400,00;41130001068,12;317123000000,00;437025000000,00;#N/D;350803000000,00;11,25;15,59;119,30;82,32;185,10;2475,55;2662,58;50,83;60,63;1112078544061,30;72,30;82,10;14,71;9,84;16575,00;#N/D;4735,00;2,41;#N/D;;;;;;;;;;;;;;;;;;;;
abr-82;0;0;5,81;3406099300,00;49840000152,59;313646000000,00;437738000000,00;#N/D;347667000000,00;11,25;15,59;120,10;82,32;176,70;2213,24;2553,35;51,28;60,77;1113116168582,37;72,60;82,30;14,90;9,30;16555,67;#N/D;4696,33;2,33;#N/D;;;;;;;;;;;;;;;;;;;;
may-82;0;0;5,86;3414644500,00;49700000762,94;308286000000,00;431198000000,00;#N/D;342470000000,00;11,25;15,59;120,70;82,32;183,10;2207,87;2224,76;51,43;60,77;1114106628352,49;73,40;82,90;14,57;9,12;16536,36;#N/D;4657,98;2,35;#N/D;;;;;;;;;;;;;;;;;;;;
jun-82;0;0;6,09;3231451700,00;50009998321,53;315127000000,00;442920000000,00;#N/D;349182000000,00;11,25;15,59;121,10;83,17;183,50;2301,87;2376,89;51,43;61,49;1115144252873,56;74,30;83,80;14,15;9,22;16517,00;#N/D;4619,00;2,46;#N/D;;;;;;;;;;;;;;;;;;;;
jul-82;0;0;6,09;3243127900,00;49590000152,59;313671000000,00;442977000000,00;#N/D;347557000000,00;11,25;15,59;121,90;84,02;191,60;1757,68;2004,10;51,58;61,63;1116181877394,63;74,70;83,90;12,49;9,41;16896,67;#N/D;4543,33;2,45;#N/D;;;;;;;;;;;;;;;;;;;;
ago-82;0;0;6,17;3241939100,00;53090000152,59;310708000000,00;445177000000,00;#N/D;344301000000,00;11,25;15,59;122,20;82,32;190,80;2373,67;1690,52;51,73;61,92;1117219501915,70;74,80;83,90;10,12;8,94;17285,06;#N/D;4468,91;2,50;#N/D;;;;;;;;;;;;;;;;;;;;
sept-82;0;0;6,29;3217810700,00;53459999084,47;310518000000,00;450673000000,00;#N/D;344651000000,00;11,25;16,52;122,90;82,32;202,90;2371,94;2257,15;51,73;62,35;1118257126436,78;74,90;84,20;10,35;8,13;17656,00;#N/D;4392,00;2,53;#N/D;;;;;;;;;;;;;;;;;;;;
oct-82;1;0;7,43;3973705700,00;54069999694,82;315205000000,00;467044000000,00;#N/D;350009000000,00;11,25;16,52;124,60;82,32;219,50;2229,62;2087,03;53,10;67,25;1119247586206,89;75,10;84,50;9,69;7,55;17912,67;#N/D;4294,33;2,57;#N/D;;;;;;;;;;;;;;;;;;;;
nov-82;0;0;7,46;3547520800,00;55090000152,59;309545000000,00;470522000000,00;#N/D;345221000000,00;11,25;16,52;125,60;81,47;245,00;2568,69;2156,82;54,31;69,27;1120285210727,96;75,00;84,80;9,25;7,24;18173,06;#N/D;4198,84;2,49;#N/D;;;;;;;;;;;;;;;;;;;;
dic-82;0;0;7,29;3512531400,00;46459999084,47;332302000000,00;473380000000,00;#N/D;370762000000,00;11,25;16,52;125,90;83,17;259,60;2482,46;2303,45;55,06;69,70;1121370000000,00;74,70;85,00;9,00;6,54;18426,00;#N/D;4099,00;2,38;#N/D;;;;;;;;;;;;;;;;;;;;
ene-83;0;0;7,45;3389893500,00;44990001678,47;330175000000,00;503994000000,00;#N/D;367077000000,00;10,25;15,52;129,10;83,17;298,50;2158,75;2179,55;56,42;70,27;1123011230769,23;74,90;85,30;8,57;5,78;18260,33;#N/D;4148,33;2,45;#N/D;;;;;;;;;;;;;;;;;;;;
feb-83;0;0;7,44;3639845900,00;45049999237,06;333942000000,00;503478000000,00;#N/D;370916000000,00;10,25;15,52;128,80;84,02;353,50;2050,27;2091,54;56,73;69,70;1124574307692,30;74,90;85,30;8,56;5,79;18096,16;#N/D;4198,26;2,42;#N/D;;;;;;;;;;;;;;;;;;;;
mar-83;0;0;7,51;3454552600,00;41310001373,29;333811000000,00;511143000000,00;#N/D;370633000000,00;10,25;15,45;129,30;83,17;355,70;2217,54;2533,29;56,73;69,55;1126371846153,84;75,00;85,30;8,83;5,40;17929,00;#N/D;4247,00;2,43;#N/D;;;;;;;;;;;;;;;;;;;;
abr-83;0;0;7,49;3421818800,00;41290000915,53;328157000000,00;510436000000,00;#N/D;365066000000,00;9,75;14,95;130,30;85,71;385,10;2087,41;2222,21;57,03;69,70;1128013076923,07;75,50;85,50;8,80;5,16;17915,67;#N/D;4217,67;2,46;#N/D;;;;;;;;;;;;;;;;;;;;
may-83;0;0;7,53;3516017900,00;40659999847,41;323344000000,00;494700000000,00;#N/D;359380000000,00;9,75;14,95;131,10;84,87;381,40;2108,22;2361,97;57,63;70,13;1129732461538,46;75,90;85,70;8,66;5,27;17902,34;#N/D;4188,54;2,52;#N/D;;;;;;;;;;;;;;;;;;;;
jun-83;0;0;7,64;3458579800,00;41509998321,53;327857000000,00;506667000000,00;#N/D;364896000000,00;9,75;14,95;131,80;85,71;367,10;2038,99;2494,60;57,94;70,56;1131451846153,84;76,20;86,00;9,02;5,52;17889,00;#N/D;4159,00;2,54;#N/D;;;;;;;;;;;;;;;;;;;;
jul-83;0;0;7,75;3596715100,00;41150001525,88;327899000000,00;513669000000,00;#N/D;364764000000,00;9,75;14,95;132,90;87,41;399,60;1594,68;1731,25;58,24;71,14;1133093076923,07;76,50;86,30;9,37;5,54;17930,00;#N/D;4074,67;2,64;#N/D;;;;;;;;;;;;;;;;;;;;
ago-83;0;0;7,95;3235500600,00;40860000610,35;324790000000,00;513987000000,00;#N/D;361333000000,00;9,75;14,95;133,50;85,71;432,20;2201,31;1779,20;58,69;72,00;1134890615384,61;76,70;86,60;9,56;5,66;17971,09;#N/D;3992,04;2,71;#N/D;;;;;;;;;;;;;;;;;;;;
sept-83;0;0;7,82;3389199000,00;41419998168,95;329006000000,00;518607000000,00;#N/D;366362000000,00;9,75;14,91;134,50;86,56;425,00;2298,64;2493,61;59,00;72,43;1136610000000,00;77,10;86,80;9,44;5,83;18012,00;#N/D;3906,00;2,64;#N/D;;;;;;;;;;;;;;;;;;;;
oct-83;0;0;7,82;3688132200,00;42099998474,12;326961000000,00;525049000000,00;#N/D;364516000000,00;9,75;14,91;135,60;88,26;418,10;2296,28;2493,67;59,30;72,29;1138251230769,23;77,30;86,80;9,42;6,13;18676,33;#N/D;4158,33;2,63;#N/D;;;;;;;;;;;;;;;;;;;;
nov-83;0;0;7,96;3917855400,00;44090000152,59;324765000000,00;521890000000,00;#N/D;364356000000,00;9,75;14,91;136,40;88,26;449,60;2421,86;2508,79;59,60;72,58;1139970615384,61;77,40;87,00;9,36;6,26;19365,17;#N/D;4426,97;2,70;#N/D;;;;;;;;;;;;;;;;;;;;
dic-83;0;0;8,00;4033807100,00;47439998626,71;342319000000,00;523438000000,00;#N/D;385151000000,00;9,75;14,91;137,50;87,41;430,30;2517,60;2448,45;59,60;73,30;1141690000000,00;77,50;87,20;9,54;6,43;20005,00;#N/D;4663,00;2,72;#N/D;;;;;;;;;;;;;;;;;;;;
ene-84;0;0;8,18;4163129600,00;44819999694,82;343639000000,00;530851000000,00;#N/D;384336000000,00;9,75;14,91;139,40;89,96;469,70;2132,76;2466,99;60,66;74,02;1145521877394,63;78,00;87,60;9,58;6,07;20109,67;#N/D;4876,00;2,81;#N/D;;;;;;;;;;;;;;;;;;;;
feb-84;0;0;7,79;4125385600,00;43389999389,65;341362000000,00;535844000000,00;#N/D;381129000000,00;9,75;14,91;138,90;89,96;459,00;2187,19;2578,12;60,96;74,59;1149179578544,06;78,30;87,80;9,61;5,91;20214,88;#N/D;5098,73;2,61;#N/D;;;;;;;;;;;;;;;;;;;;
mar-84;0;0;7,72;4320869000,00;42970001220,70;347803000000,00;542311600000,00;#N/D;387260000000,00;9,75;14,92;140,90;89,11;476,10;2439,22;2898,13;61,42;73,87;1153011455938,69;78,50;87,90;9,90;5,82;20319,00;#N/D;5302,00;2,59;#N/D;;;;;;;;;;;;;;;;;;;;
